Nome da Música,link,album,letra
"Filmes de Guerra, Canções de Amor",/engenheiros-do-hawaii/filmes-de-guerra-cancoes-de-amor.html,Maxximum: Engenheiros do Hawaii,"Os dias parecem séculos Quando a gente anda em círculos Seguindo ideais ridículos De querer, lutar &amp; poder As roupas na lavanderia... O analista passeando na Europa... As encomendas na Bolívia... Nas fotos um sorriso idiota Os dias parecem séculos E se parecem uns com os outros Como enfermeiras em filmes de guerra E violinos nas canções de amor A seguir cenas obscenas Do próximo capítulo É só virar a página E o futuro virá...  Filmes de guerra, canções de amor Manchetes de jornal, ou seja lá o que for Há sempre uma estória infeliz Esperando uma atriz e um ator Há vida na terra, há rumores no ar Dizendo que tudo vai acabar (Mais uma estória infeliz Esperando um ator e uma atriz) Não tenho medo de perder a guerra Pois no fim da guerra todos perdem No fim das contas as Nações Unidas Estão sempre prontas pra desunião Não tenho medo de perder você Desde o início eu sabia Era só questão de dias Um dia iria acontecer  Preciso beber qualquer coisa Não me lembre que eu não bebo O que só nós dois sabemos Nós sabemos que é segredo Há um guarda em cada esquina Esperando o sinal Pra transformar um banho de piscina Numa batalha naval Agora sinto um medo infantil Mas na hora certa afundaremos o navio Então dê um copo de aguardente Para um corpo sentindo frio Preciso beber qualquer coisa Você sabe que eu preciso E o que só nós dois sabemos Já não é mais segredo  Se alguém, seja lá quem for tiver que morrer, na guerra ou no amor, Não me peça pra entender Não me peça pra esquecer Não me peça para entender Não me peça pra escolher Entre o fio ciumento da navalha E o frio de um campo de batalha  Chegamos ao fim do dia Chegamos, quem diria? Ninguém é bastante lúcido Pra andar tão rápido  Chegamos ao fim do século Voltamos enfim ao início Quando se anda em círculos Nunca se é bastante rápido!"
Freud Flintstone,/engenheiros-do-hawaii/freud-flintstone.html,10.000 Destinos,"freud flintstone (gessinger)  querem sangue...querem lama querem à força o beijo na lona (e querem ao vivo) querem a lágrima doída do ídolo caindo em câmera lenta querem lutar pelo que amam conquistar e destruir o que amavam tanto faça um prece pra freud flintstone acenda uma vela pra freud flintstone sacrifique o bom-senso no seu altar  (na areia da arena sai de cena por decreto a flor do deserto) gran finale: última cena: no ar pelas antenas a morte do toureiro faça uma prece pra freud flintstone acenda uma vela pra freud flintstone que o satélite lhe seja leve  esqueça a prece pra freud flintstone acenda a fogueira pra freud flintstone vamos queimá-lo vivo, enterrá-lo vivo  o preço é uma prece...pague pra ver compre o ingresso...adeus pink freud flintstone fama fogo fúria fé fã-clube freud flintstone que o satélite lhe seja leve"
Fusão A Frio,/engenheiros-do-hawaii/fusao-a-frio.html,Dançando no Campo Minado,"Ninguém sabe como serão os filhos deste casamento indústria da informação,indústria do entretenimento promessas de fusão à frio, desvio de comportamento indústria da informação, indústria do entretenimento  Ninguém sabe como serão os filhos deste casamento indústria da informação, indústria do entretenimento promessas de fusão à frio, diversão e conhecimento a única escolha que temos é a forma de pagamento  Em doses homeopáticas, em escala industrial tudo acaba em samba, é sempre carnaval tudo acaba em sombras, é sempre vendaval  Em doses homeopáticas, em escala industrial tudo acaba em samba é sempre carnaval tudo acaba em samba, é sempre carnaval tudo acaba em sombras, é sempre vendaval Em doses homeopáticas, em escala industrial"
Guantánamo,/engenheiros-do-hawaii/guantanamo.html,Novos Horizontes,"guantánamo (gessinger/fonseca/ayala/aranha/pedro a.)   quem foi que disse ""te quero"" qual era mesmo a canção quem viu a cor do dinheiro qual a melhor tradução quem foi ao Rio de Janeiro qual era a intenção qual foi o dia e a hora quem foi embora...adeus  -me tira daqui [não adianta gritar] -me ajuda a fugir [ninguém vai escutar] não aguento mais ... eu não sei a resposta  quem sabe o que vem primeiro quem sabe o que vem depois quem cabe no mundo inteiro quem mais além de nós dois quem chama ao telefone por que não bate na porta que chama arde teu nome será que alguém se importa?  -me tira daqui [não adianta gritar] -me ajuda a fugir [ninguém vai escutar] não aguento mais ... eu não sei a resposta  qual é a droga que salva qual é a dose letal?  quem quer saber tudo isso será que aguenta a pressão Eu não sei a resposta...Eu não sei a resposta... Não agüento mais..."
Guardas da Fronteira,/engenheiros-do-hawaii/guardas-da-fronteira.html,Infinita Highway,"Antes de atirar o vaso na tv Eu ouvi o que ela dizia ""Quando não houver mais amanhã Será um belo dia""  Estranha coisa pra se dizer Antes de dizer os números da loteria Mas é assim que eles fazem E fazem muito bem  E nós não fazemos nada, nada, nada Nada além Além do mito Que limita o infinito  E da cegueira Dos guardas da fronteira  Além do mito que limita o infinito E da cegueira Dos guardas da fronteira  Antes de atirar minha tv pela janela Eu ouvi o que ela dizia ""Quando não houver mais ninguém Será um belo dia""   Estranha coisa pra se dizer Antes de vender mais mercadoria Mas é assim o mundo que nos cerca Nos cerca muito bem E as crises e cicatrizes Não nos deixam ir além  Além do mito Que limita o infinito E da cegueira Das barreiras das fronteiras   Falado:  Foi então que eu resolvi jogar As cartas na mesa e o vaso pela janela Só pra ver o que acontece na vida Quando alguém faz o que quer com ela   Acontece que eu não tenho escolha Por isso mesmo é que eu sou livre Não sou eu o mentiroso Foi Sartre quem escreveu o livro  Não sou afim de violência Mas paciência tem limite Além do mito que limita o infinito  Além do dia-a-dia Que esvazia a fantasia Além do mito que limita o infinito Além do dia-a-dia"
Herdeiro da Pampa Pobre,/engenheiros-do-hawaii/herdeiro-da-pampa-pobre.html,Infinita Highway,"Mas que pampa é essa que eu recebo agora Com a missão de cultivar raízes Se dessa pampa que me fala a estória | Não me deixaram nem sequer matizes? Passam as mãos da minha geração Heranças feitas de fortunas rotas Campos desertos que não geram pão Onde a ganância anda de rédeas soltas Se for preciso, eu volto a ser caudilho Por essa pampa que ficou pra trás Porque eu não quero deixar pro meu filho A pampa pobre que herdei de meu pai Que pampa é essa que eu recebo agora Com a missão de cultivar raízes Se dessa pampa que me fala a estória | Não me deixaram nem sequer matizes? Passam as mãos da minha geração Heranças feitas de fortunas rotas Campos desertos que não geram pão Onde a ganância anda de rédeas soltas Se for preciso, eu volto a ser caudilho Por essa pampa que ficou pra trás Porque eu não quero deixar pro meu filho A pampa pobre que herdei de meu pai Eu não quero deixar pro meu filho A pampa pobre que herdei de meu pai Herdei um campo onde o patrão é rei Tendo poderes sobre o pão e as águas Onde esquecidos vive o peão sem leis De pés descalços cabresteando mágoas O que hoje herdo da minha grei chirua É um desafio que a minha idade afronta Pois me deixaram com a guaiaca nua Pra pagar uma porção de contas Se for preciso, eu volto a ser caudilho Por essa pampa que ficou pra trás Porque eu não quero deixar pro meu filho A pampa pobre que herdei de meu pai Eu não quero deixar pro meu filho A pampa pobre que herdei de meu pai Se for preciso, eu volto a ser caudilho Por essa pampa que ficou pra trás Porque eu não quero deixar pro meu filho A pampa pobre que herdei de meu pai Não Eu não quero deixar pro meu Não A pampa pobre que herdei de meu pai A pampa pobre que herdei de meu pai"
Hora do Mergulho,/engenheiros-do-hawaii/hora-do-mergulho.html,Infinita Highway,"Feche a porta, esqueça o barulho Feche os olhos tome ar: é hora do mergulho Eu sou moço, seu moço, e o poço não é tão fundo Super-homem não supera superfície Nós mortais viemos do fundo Eu sou velho, meu velho, tão velho quanto o mundo Eu quero paz: Uma trégua do lilás-neon-Las Vegas Profundidade: 20.000 léguas ""Se queres paz, te prepara para a guerra"" ""Se não queres nada, descansa em paz"" ""Luz"" -pediu o poeta últimas palavras lucidez completa Depois: silêncio Esqueça a luz... respire o fundo Eu sou um déspota esclarecido Nessa escura e profunda mediocracia"
Humano Demais,/engenheiros-do-hawaii/humano-demais-2.html,Infinita Highway,"De tudo que é humano nada me é estranho se o mar não tá pra peixe desse tamanho eu não esquento, eu não me iludo eu troco em miúdos o primeiro toque e nada pode ser maior de tudo que é humano nada me é estranho fruto e semente...criatura e criador as curvas da estrada...as pedras no caminho os filmes de guerra e as canções de amor nada pode ser maior de tudo que acontece nada me surpreende tudo me parece tão normal um big mac...maktub... drops de Deus...filosofia fast-food nada pode ser maior não é ciência exata, não acontece em tempo real não é ciência exata, não acontece em tempo real é demais !animal! e agora somos só nós dois: eu e minha circunstância sempre foi só nós dois: eu e minha circunstância sempre só nós dois: eu e eu não é ciência exata, não acontece em tempo real é demais !humano demais! não é ciência exata, não acontece em tempo real é demais animal ...não é ciência exata... ...não é ciência exata... não é...nada pode ser... maior... Camila Paiva..."
Illex Paraguariensis,/engenheiros-do-hawaii/illex-paraguariensis.html,Infinita Highway,"Hoje eu acordei mais cedo Tomei sozinho o chimarrão Procurei a noite na memória Procurei em vão...  Hoje eu acordei mais leve Nem li o jornal Tudo deve estar suspenso Nada deve pesar  Já vivi tanta coisa Tenho tantas pra viver To no meio da estrada E nenhuma derrota vai me vencer  Hoje eu acordei livre Não devo nada a ninguém Não há nada que me prenda aqui  Ainda era noite Esperei o dia amanhecer Como quem aquece a água Sem deixar ferver  Hoje eu acordei Agora eu sei Viver no escuro... Até que a chama se acenda Verde quente erva ventre dentro entranhas Mate amargo noite adentro estrada estranha  Nunca me deram mole não melhor assim Não sou afim de pactuar sai pra la (2X)  Se pensam que eu tenho as mãos vazias e frias melhor assim Se pensam que as minhas mãos estão presas  Mãos e coração, livres e quentes, chimarrão e leveza (2X)  Illex paraguariensis Illex paraguariensis Illex paraguariensis Illex paraguariensis Illex paraguariensis"
Ilusão de Ótica,/engenheiros-do-hawaii/ilusao-de-otica.html,Infinita Highway,"Ilusão de Ótica  Eu entendo você que não me entende Eu entendo você que não me entende Eu não prendo você Não se surpreenda Quando eu digo sim Quando eu digo não Quando eu digo ""talvez"" Você não entende É natural Naturalmente Às vezes digo sim Às vezes digo não  Eu entendo você que não me entende Eu entendo você que não me entende  Eu surpreendo você Que não me prende ""Tire as mãos de mim!"" ""Me dê a sua mão!"" Cada um tem o seu ponto de vista Encare a ilusão da sua ótica Os olhos dizem sim O olhar diz não  Na visão da macrostória toda guerra é igual A visão do microscópio é o ópio do trivial Na visão da macrostória nada gera um general A visão do microscópio é o ópio do trivial Sou cego Não nego Enxergo quando puder Só vejo Obscuro objeto Desejo indireto Será que você me entende?  Porque é que cê tá ouvindo isto ao contrário? O que é que cê tá procurando? Hein? Não se renda às evidências Não se prenda à primeira impressão O que não foi impresso continua sendo escrito à mão"
Infinita Highway,/engenheiros-do-hawaii/infinita-highway.html,Maxximum: Engenheiros do Hawaii,"Você me faz correr demais Os riscos desta highway Você me faz correr atrás Do horizonte desta highway Ninguém por perto, silêncio no deserto Deserta highway Estamos sós e nenhum de nós Sabe exatamente onde vai parar Mas não precisamos saber pra onde vamos Nós só precisamos ir Não queremos ter o que não temos Nós só queremos viver Sem motivos, nem objetivos Estamos vivos e isto é tudo É sobretudo a lei Dessa infinita highway Quando eu vivia e morria na cidade Eu não tinha nada, nada a temer Mas eu tinha medo, medo desta estrada Olhe só! Veja você Quando eu vivia e morria na cidade Eu tinha de tudo, tudo ao meu redor Mas tudo que eu sentia era que algo me faltava E, à noite, eu acordava banhado em suor Não queremos lembrar o que esquecemos Nós só queremos viver Não queremos aprender o que sabemos Não queremos nem saber Sem motivos, nem objetivos Estamos vivos e é só Só obedecemos a lei Da infinita highway Escute garota, o vento canta uma canção Dessas que a gente nunca canta sem razão Me diga, garota: ""Será a estrada uma prisão?"" Eu acho que sim, você finge que não Mas nem por isso ficaremos parados Com a cabeça nas nuvens e os pés no chão Tudo bem, garota, não adianta mesmo ser livre Se tanta gente vive sem ter como viver Estamos sós e nenhum de nós Sabe onde quer chegar Estamos vivos sem motivos Que motivos temos pra estar? Atrás de palavras escondidas Nas entre linhas do horizonte Desta highway Silenciosa highway ""Eu vejo um horizonte trêmulo Eu tenho os olhos úmidos"" ""Eu posso estar completamente enganado Posso estar correndo pro lado errado"" Mas ""A dúvida é o preço da pureza"" E é inútil ter certeza Eu vejo as placas dizendo ""Não corra"" ""Não morra"", ""Não fume"" ""Eu vejo as placas cortando o horizonte Elas parecem facas de dois gumes"" Minha vida é tão confusa quanto a América Central Por isso não me acuse de ser irracional Escute garota, façamos um trato ""Você desliga o telefone se eu ficar muito abstrato"" Eu posso ser um Beatle Um beatnik, ou um bitolado Mas eu não sou ator Eu não tô à toa do teu lado Por isso garota façamos um pacto De não usar a highway pra causar impacto Cento e dez Cento e vinte Cento e sessenta Só pra ver até quando O motor aguenta Na boca, em vez de um beijo Um chiclet de menta E a sombra de um sorriso que eu deixei Numa das curvas da highway"
Infinita Highway (versão Acústico Mtv),/engenheiros-do-hawaii/infinita-highway-versao-acustico-mtv.html,,"Você me faz correr demais os riscos desta highway Você me faz correr atrás do horizonte desta highway Ninguém por perto, silêncio no deserto, deserta highway Estamos sós e nenhum de nós sabe exatamente onde vai parar  Mas não precisamos saber pra onde vamos, nós só precisamos ir Não queremos ter o que não temos, nós só queremos viver Sem motivos nem objetivos nós estamos vivos e é tudo É, sobretudo, a lei dessa infinita highway. Infinita highway.  Escute garota, o vento canta uma canção Dessas que uma banda nunca toca sem razão Então me digam garotas? será a estrada uma prisão? Eu acho que sim, você finge que não Mas nem por isto ficaremos parados Com a cabeça nas nuvens e os pés no chão Então tudo bem, garota, não adianta mesmo ser livre Se tanta gente vive sem ter como comer  Estamos sós e nenhum de nós sabe onde vai parar Estamos vivos sem motivos Que motivos temos para estar atrás de palavras Escondidas nas entrelinhas do horizonte desta highway? Silenciosa highway Infinita Highway  Eu vejo o horizonte trêmulo Eu tenho os olhos úmidos Eu posso estar completamente enganado Eu posso estar correndo pro lado errado Mas ""a dúvida é o preço da pureza"" e é inútil ter certeza Eu vejo as placas dizendo não corra, não morra, não fume Eu vejo as placas cortando o horizonte Elas parecem facas de dois gumes  E a minha vida é tão confusa quanto a América central Por isso não me acuse de ser irracional Escute, garota, façamos um trato: Você desliga o telefone se eu ficar um pé no saco  110, 120, 160 Só pra ver até quando o motor agüenta Na boca em vez de um beijo, um chiclete de menta E a sombra de um sorriso que eu deixei Numa das curvas da highway Silenciosa highway Infinita highway"
